1,一号门公交站,22.59313,113.999364
2,三号门公交站,22.597506,114.004014
3,专家公寓公交站,22.598905,114.00356
4,教工餐厅公交站,22.599947,114.003086
5,教师公寓公交站,22.600367,114.00283
6,社康中心公交站,22.600028,114.000874
7,学生公寓公交站,22.602109,113.998779
8,荔园公交站,22.603477,114.000362
9,慧园公交站,22.603217,114.003425
10,工学院公交站,22.598944,113.996735
11,第一科研楼公交站,22.596666,113.996439
12,七号门公交站,22.594561,113.99528
